lakeid,year,daynum,sampledate,item,value,layer,lastice
TB,2009,258,2009-09-15,no3no2,4,surf,2009-04-22
TB,2009,258,2009-09-15,ph,5.03,surf,2009-04-22
TB,2009,258,2009-09-15,totnf,513,surf,2009-04-22
TB,2009,258,2009-09-15,totnuf,578,surf,2009-04-22
TB,2009,258,2009-09-15,totpf,12,surf,2009-04-22
TB,2009,258,2009-09-15,totpuf,16,surf,2009-04-22
TB,2009,285,2009-10-12,doc,14.03,surf,2009-04-22
TB,2009,285,2009-10-12,drsif,1254,surf,2009-04-22
TB,2009,285,2009-10-12,nh4,0,surf,2009-04-22
TB,2009,285,2009-10-12,no3no2,15,surf,2009-04-22
TB,2009,285,2009-10-12,ph,5.16,surf,2009-04-22
TB,2009,285,2009-10-12,totnf,558,surf,2009-04-22
TB,2009,285,2009-10-12,totnuf,619,surf,2009-04-22
TB,2009,285,2009-10-12,totpf,10,surf,2009-04-22
TB,2009,285,2009-10-12,totpuf,19,surf,2009-04-22
TB,2009,320,2009-11-16,doc,15.57,surf,2009-04-22
TB,2009,320,2009-11-16,drsif,2152.3199999999997,surf,2009-04-22
TB,2009,320,2009-11-16,nh4,88,surf,2009-04-22
TB,2009,320,2009-11-16,no3no2,6,surf,2009-04-22
TB,2009,320,2009-11-16,ph,5.12,surf,2009-04-22
TB,2009,320,2009-11-16,totnf,684,surf,2009-04-22
TB,2009,320,2009-11-16,totnuf,785,surf,2009-04-22
TB,2009,320,2009-11-16,totpf,12,surf,2009-04-22
TB,2009,320,2009-11-16,totpuf,26,surf,2009-04-22
TB,2010,103,2010-04-13,doc,14.44,surf,2010-03-31
TB,2010,103,2010-04-13,drsif,440.03999999999996,surf,2010-03-31
TB,2010,103,2010-04-13,nh4,149,surf,2010-03-31
TB,2010,103,2010-04-13,no3no2,7,surf,2010-03-31
TB,2010,103,2010-04-13,ph,5.27,surf,2010-03-31
TB,2010,103,2010-04-13,totnf,520,surf,2010-03-31
TB,2010,103,2010-04-13,totnuf,629,surf,2010-03-31
TB,2010,103,2010-04-13,totpf,20,surf,2010-03-31
TB,2010,103,2010-04-13,totpuf,43,surf,2010-03-31
TB,2010,131,2010-05-11,doc,16.41,surf,2010-03-31
TB,2010,131,2010-05-11,drsif,200.64,surf,2010-03-31
TB,2010,131,2010-05-11,nh4,375,surf,2010-03-31
TB,2010,131,2010-05-11,no3no2,4,surf,2010-03-31
TB,2010,131,2010-05-11,ph,5.36,surf,2010-03-31
TB,2010,131,2010-05-11,totnf,552,surf,2010-03-31
TB,2010,131,2010-05-11,totnuf,726,surf,2010-03-31
TB,2010,131,2010-05-11,totpf,8,surf,2010-03-31
TB,2010,131,2010-05-11,totpuf,22,surf,2010-03-31
TB,2010,161,2010-06-10,doc,13,surf,2010-03-31
TB,2010,161,2010-06-10,drsif,129.95999999999998,surf,2010-03-31
TB,2010,161,2010-06-10,nh4,36,surf,2010-03-31
TB,2010,161,2010-06-10,no3no2,7,surf,2010-03-31
TB,2010,161,2010-06-10,ph,5.42,surf,2010-03-31
TB,2010,161,2010-06-10,totnf,476,surf,2010-03-31
TB,2010,161,2010-06-10,totpf,0,surf,2010-03-31
TB,2010,161,2010-06-10,totpuf,3,surf,2010-03-31
TB,2010,188,2010-07-07,doc,12.37,surf,2010-03-31
TB,2010,188,2010-07-07,drsif,9.12,surf,2010-03-31
TB,2010,188,2010-07-07,nh4,55,surf,2010-03-31
TB,2010,188,2010-07-07,no3no2,11,surf,2010-03-31
TB,2010,188,2010-07-07,ph,5.21,surf,2010-03-31
TB,2010,188,2010-07-07,totnf,388,surf,2010-03-31
TB,2010,188,2010-07-07,totnuf,414,surf,2010-03-31
TB,2010,188,2010-07-07,totpf,3,surf,2010-03-31
TB,2010,188,2010-07-07,totpuf,5,surf,2010-03-31
TB,2010,215,2010-08-03,doc,11.04,surf,2010-03-31
TB,2010,215,2010-08-03,drsif,22.799999999999997,surf,2010-03-31
TB,2010,215,2010-08-03,nh4,3,surf,2010-03-31
TB,2010,215,2010-08-03,no3no2,2,surf,2010-03-31
TB,2010,215,2010-08-03,ph,5.3,surf,2010-03-31
TB,2010,215,2010-08-03,totnuf,118,surf,2010-03-31
TB,2010,215,2010-08-03,totpf,13,surf,2010-03-31
TB,2010,215,2010-08-03,totpuf,14,surf,2010-03-31
TB,2010,244,2010-09-01,doc,13.88,surf,2010-03-31
TB,2010,244,2010-09-01,drsif,113.99999999999999,surf,2010-03-31
TB,2010,244,2010-09-01,nh4,24,surf,2010-03-31
TB,2010,244,2010-09-01,no3no2,7,surf,2010-03-31
TB,2010,244,2010-09-01,ph,5.21,surf,2010-03-31
TB,2010,244,2010-09-01,totnf,479,surf,2010-03-31
TB,2010,244,2010-09-01,totnuf,551,surf,2010-03-31
TB,2010,244,2010-09-01,totpf,6,surf,2010-03-31
TB,2010,244,2010-09-01,totpuf,16,surf,2010-03-31
TB,2010,271,2010-09-28,doc,17.16,surf,2010-03-31
TB,2010,271,2010-09-28,drsif,419.52,surf,2010-03-31
TB,2010,271,2010-09-28,nh4,221,surf,2010-03-31
TB,2010,271,2010-09-28,no3no2,6,surf,2010-03-31
TB,2010,271,2010-09-28,ph,4.78,surf,2010-03-31
TB,2010,271,2010-09-28,totnf,536,surf,2010-03-31
TB,2010,271,2010-09-28,totnuf,622,surf,2010-03-31
TB,2010,271,2010-09-28,totpf,14,surf,2010-03-31
TB,2010,271,2010-09-28,totpuf,22,surf,2010-03-31
TB,2010,299,2010-10-26,doc,17.87,surf,2010-03-31
TB,2010,299,2010-10-26,drsif,914.28,surf,2010-03-31
TB,2010,299,2010-10-26,nh4,107,surf,2010-03-31
TB,2010,299,2010-10-26,no3no2,21,surf,2010-03-31
TB,2010,299,2010-10-26,ph,4.92,surf,2010-03-31
TB,2010,299,2010-10-26,totnf,498,surf,2010-03-31
TB,2010,299,2010-10-26,totnuf,557,surf,2010-03-31
TB,2010,299,2010-10-26,totpf,16,surf,2010-03-31
TB,2010,299,2010-10-26,totpuf,23,surf,2010-03-31
TB,2010,319,2010-11-15,doc,18.8,surf,2010-03-31
TB,2010,319,2010-11-15,drsif,1707.7199999999998,surf,2010-03-31
TB,2010,319,2010-11-15,nh4,343,surf,2010-03-31
TB,2010,319,2010-11-15,no3no2,20,surf,2010-03-31
TB,2010,319,2010-11-15,ph,5.2,surf,2010-03-31
TB,2010,319,2010-11-15,totnf,1099,surf,2010-03-31
TB,2010,319,2010-11-15,totnuf,1087,surf,2010-03-31
TB,2010,319,2010-11-15,totpf,23,surf,2010-03-31
TB,2010,319,2010-11-15,totpuf,30,surf,2010-03-31
TB,2011,123,2011-05-03,doc,18.29,surf,2011-05-01
TB,2011,123,2011-05-03,drsif,2738.2799999999997,surf,2011-05-01
TB,2011,123,2011-05-03,nh4,195,surf,2011-05-01
TB,2011,123,2011-05-03,no3no2,17,surf,2011-05-01
TB,2011,123,2011-05-03,ph,5.01,surf,2011-05-01
TB,2011,123,2011-05-03,totnf,729,surf,2011-05-01
TB,2011,123,2011-05-03,totnuf,877,surf,2011-05-01
TB,2011,123,2011-05-03,totpf,14,surf,2011-05-01
TB,2011,123,2011-05-03,totpuf,31,surf,2011-05-01
TB,2011,152,2011-06-01,doc,16.98,surf,2011-05-01
TB,2011,152,2011-06-01,drsif,337.44,surf,2011-05-01
TB,2011,152,2011-06-01,nh4,8,surf,2011-05-01
TB,2011,152,2011-06-01,no3no2,9,surf,2011-05-01
TB,2011,152,2011-06-01,ph,4.95,surf,2011-05-01
TB,2011,152,2011-06-01,totnf,386,surf,2011-05-01
TB,2011,152,2011-06-01,totnuf,505,surf,2011-05-01
TB,2011,152,2011-06-01,totpf,0,surf,2011-05-01
TB,2011,152,2011-06-01,totpuf,0,surf,2011-05-01
TB,2011,178,2011-06-27,doc,15.14,surf,2011-05-01
TB,2011,178,2011-06-27,drsif,321.47999999999996,surf,2011-05-01
TB,2011,178,2011-06-27,nh4,25,surf,2011-05-01
TB,2011,178,2011-06-27,no3no2,21.5,surf,2011-05-01
TB,2011,178,2011-06-27,ph,4.9350000000000005,surf,2011-05-01
TB,2011,178,2011-06-27,totnf,577,surf,2011-05-01
TB,2011,178,2011-06-27,totnuf,662.5,surf,2011-05-01
TB,2011,178,2011-06-27,totpf,29,surf,2011-05-01
TB,2011,178,2011-06-27,totpuf,42,surf,2011-05-01
TB,2011,206,2011-07-25,drsif,259.91999999999996,surf,2011-05-01
TB,2011,206,2011-07-25,nh4,0,surf,2011-05-01
TB,2011,206,2011-07-25,no3no2,4,surf,2011-05-01
TB,2011,206,2011-07-25,ph,4.92,surf,2011-05-01
TB,2011,206,2011-07-25,totnf,612,surf,2011-05-01
TB,2011,206,2011-07-25,totnuf,620,surf,2011-05-01
TB,2011,206,2011-07-25,totpf,2,surf,2011-05-01
TB,2011,206,2011-07-25,totpuf,2,surf,2011-05-01
TB,2011,235,2011-08-23,doc,16.1,surf,2011-05-01
TB,2011,235,2011-08-23,drsif,0,surf,2011-05-01
TB,2011,235,2011-08-23,nh4,11,surf,2011-05-01
TB,2011,235,2011-08-23,no3no2,4,surf,2011-05-01
TB,2011,235,2011-08-23,ph,4.865,surf,2011-05-01
TB,2011,235,2011-08-23,totnf,687,surf,2011-05-01
TB,2011,235,2011-08-23,totnuf,736,surf,2011-05-01
TB,2011,235,2011-08-23,totpf,18.5,surf,2011-05-01
TB,2011,235,2011-08-23,totpuf,25.5,surf,2011-05-01
TB,2011,263,2011-09-20,doc,24.58,surf,2011-05-01
TB,2011,263,2011-09-20,drsif,56.99999999999999,surf,2011-05-01
TB,2011,263,2011-09-20,nh4,192,surf,2011-05-01
TB,2011,263,2011-09-20,no3no2,43,surf,2011-05-01
TB,2011,263,2011-09-20,ph,5.2,surf,2011-05-01
TB,2011,263,2011-09-20,totnf,503,surf,2011-05-01
TB,2011,263,2011-09-20,totnuf,668,surf,2011-05-01
TB,2011,263,2011-09-20,totpf,6,surf,2011-05-01
TB,2011,263,2011-09-20,totpuf,22,surf,2011-05-01
TB,2011,291,2011-10-18,nh4,0,surf,2011-05-01
TB,2011,291,2011-10-18,no3no2,35,surf,2011-05-01
TB,2011,291,2011-10-18,ph,4.96,surf,2011-05-01
TB,2011,291,2011-10-18,totnf,484,surf,2011-05-01
TB,2011,291,2011-10-18,totnuf,598,surf,2011-05-01
TB,2011,291,2011-10-18,totpf,17,surf,2011-05-01
TB,2011,291,2011-10-18,totpuf,25,surf,2011-05-01
TB,2011,315,2011-11-11,nh4,964,surf,2011-05-01
TB,2011,315,2011-11-11,ph,4.99,surf,2011-05-01
TB,2011,315,2011-11-11,totnf,506,surf,2011-05-01
TB,2011,315,2011-11-11,totnuf,640,surf,2011-05-01
TB,2011,315,2011-11-11,totpf,21,surf,2011-05-01
TB,2011,315,2011-11-11,totpuf,44,surf,2011-05-01
TB,2012,93,2012-04-02,doc,18.36,surf,2012-03-26
TB,2012,93,2012-04-02,drsif,1155.9599999999998,surf,2012-03-26
TB,2012,93,2012-04-02,nh4,13,surf,2012-03-26
TB,2012,93,2012-04-02,ph,5,surf,2012-03-26
TB,2012,123,2012-05-02,doc,18.325000000000003,surf,2012-03-26
TB,2012,123,2012-05-02,drsif,50.16,surf,2012-03-26
TB,2012,123,2012-05-02,nh4,17.5,surf,2012-03-26
TB,2012,123,2012-05-02,no3no2,9,surf,2012-03-26
TB,2012,123,2012-05-02,ph,5.095,surf,2012-03-26
TB,2012,123,2012-05-02,totnf,480.5,surf,2012-03-26
TB,2012,123,2012-05-02,totnuf,612.5,surf,2012-03-26
TB,2012,123,2012-05-02,totpf,2,surf,2012-03-26
TB,2012,123,2012-05-02,totpuf,8,surf,2012-03-26
TB,2012,151,2012-05-30,doc,16.485,surf,2012-03-26
TB,2012,151,2012-05-30,drsif,69.53999999999999,surf,2012-03-26
TB,2012,151,2012-05-30,nh4,42,surf,2012-03-26
TB,2012,151,2012-05-30,no3no2,17.5,surf,2012-03-26
TB,2012,151,2012-05-30,ph,4.985,surf,2012-03-26
TB,2012,151,2012-05-30,totnf,452,surf,2012-03-26
TB,2012,151,2012-05-30,totnuf,441.5,surf,2012-03-26
TB,2012,151,2012-05-30,totpf,8.5,surf,2012-03-26
TB,2012,151,2012-05-30,totpuf,31.5,surf,2012-03-26
TB,2012,178,2012-06-26,doc,17.05,surf,2012-03-26
TB,2012,178,2012-06-26,drsif,644.0999999999999,surf,2012-03-26
TB,2012,178,2012-06-26,nh4,8.5,surf,2012-03-26
TB,2012,178,2012-06-26,no3no2,3.5,surf,2012-03-26
TB,2012,178,2012-06-26,ph,4.965,surf,2012-03-26
TB,2012,178,2012-06-26,totnf,205.5,surf,2012-03-26
TB,2012,178,2012-06-26,totnuf,375,surf,2012-03-26
TB,2012,178,2012-06-26,totpf,5.5,surf,2012-03-26
TB,2012,178,2012-06-26,totpuf,10,surf,2012-03-26
TB,2012,205,2012-07-23,doc,17.384999999999998,surf,2012-03-26
TB,2012,205,2012-07-23,drsif,95.75999999999999,surf,2012-03-26
TB,2012,205,2012-07-23,nh4,2.5,surf,2012-03-26
TB,2012,205,2012-07-23,no3no2,3.5,surf,2012-03-26
TB,2012,205,2012-07-23,ph,5.025,surf,2012-03-26
TB,2012,205,2012-07-23,totnf,374,surf,2012-03-26
TB,2012,205,2012-07-23,totnuf,386.5,surf,2012-03-26
TB,2012,205,2012-07-23,totpf,7,surf,2012-03-26
TB,2012,205,2012-07-23,totpuf,12,surf,2012-03-26
TB,2012,234,2012-08-21,doc,17.06,surf,2012-03-26
TB,2012,234,2012-08-21,drsif,296.4,surf,2012-03-26
TB,2012,234,2012-08-21,nh4,34,surf,2012-03-26
TB,2012,234,2012-08-21,no3no2,2,surf,2012-03-26
TB,2012,234,2012-08-21,ph,4.76,surf,2012-03-26
TB,2012,234,2012-08-21,totnf,362,surf,2012-03-26
TB,2012,234,2012-08-21,totnuf,430,surf,2012-03-26
TB,2012,234,2012-08-21,totpf,0,surf,2012-03-26
TB,2012,234,2012-08-21,totpuf,3,surf,2012-03-26
TB,2012,263,2012-09-19,doc,17.44,surf,2012-03-26
TB,2012,263,2012-09-19,drsif,451.43999999999994,surf,2012-03-26
TB,2012,263,2012-09-19,nh4,123,surf,2012-03-26
TB,2012,263,2012-09-19,no3no2,4,surf,2012-03-26
TB,2012,263,2012-09-19,ph,4.7,surf,2012-03-26
TB,2012,263,2012-09-19,totnf,554,surf,2012-03-26
TB,2012,263,2012-09-19,totnuf,538,surf,2012-03-26
TB,2012,263,2012-09-19,totpf,32,surf,2012-03-26
TB,2012,263,2012-09-19,totpuf,33,surf,2012-03-26
TB,2012,290,2012-10-16,doc,18.58,surf,2012-03-26
TB,2012,290,2012-10-16,drsif,455.99999999999994,surf,2012-03-26
TB,2012,290,2012-10-16,nh4,84,surf,2012-03-26
TB,2012,290,2012-10-16,no3no2,16,surf,2012-03-26
TB,2012,290,2012-10-16,ph,5.05,surf,2012-03-26
TB,2012,290,2012-10-16,totnuf,421,surf,2012-03-26
TB,2012,290,2012-10-16,totpf,11,surf,2012-03-26
TB,2012,290,2012-10-16,totpuf,22,surf,2012-03-26
TB,2012,310,2012-11-05,doc,18.62,surf,2012-03-26
TB,2012,310,2012-11-05,drsif,1689.4799999999998,surf,2012-03-26
TB,2012,310,2012-11-05,nh4,182,surf,2012-03-26
TB,2012,310,2012-11-05,no3no2,7,surf,2012-03-26
TB,2012,310,2012-11-05,ph,5.11,surf,2012-03-26
TB,2012,310,2012-11-05,totnf,1728,surf,2012-03-26
TB,2012,310,2012-11-05,totnuf,1893,surf,2012-03-26
TB,2012,310,2012-11-05,totpf,12,surf,2012-03-26
TB,2012,310,2012-11-05,totpuf,19,surf,2012-03-26
TB,2013,133,2013-05-13,doc,14.14,surf,2013-05-09
TB,2013,133,2013-05-13,drsif,526.68,surf,2013-05-09
TB,2013,133,2013-05-13,nh4,8,surf,2013-05-09
TB,2013,133,2013-05-13,no3no2,12,surf,2013-05-09
TB,2013,133,2013-05-13,ph,4.93,surf,2013-05-09
TB,2013,133,2013-05-13,totnf,424,surf,2013-05-09
TB,2013,133,2013-05-13,totnuf,559,surf,2013-05-09
TB,2013,133,2013-05-13,totpf,15,surf,2013-05-09
TB,2013,133,2013-05-13,totpuf,34,surf,2013-05-09
TB,2013,164,2013-06-13,doc,15.34,surf,2013-05-09
TB,2013,164,2013-06-13,drsif,118.55999999999999,surf,2013-05-09
TB,2013,164,2013-06-13,nh4,7,surf,2013-05-09
TB,2013,164,2013-06-13,no3no2,3,surf,2013-05-09
TB,2013,164,2013-06-13,ph,4.81,surf,2013-05-09
TB,2013,164,2013-06-13,totnf,569,surf,2013-05-09
TB,2013,164,2013-06-13,totnuf,655,surf,2013-05-09
TB,2013,164,2013-06-13,totpf,4,surf,2013-05-09
TB,2013,164,2013-06-13,totpuf,21,surf,2013-05-09
TB,2013,191,2013-07-10,doc,18.97,surf,2013-05-09
TB,2013,191,2013-07-10,drsif,241.67999999999998,surf,2013-05-09
TB,2013,191,2013-07-10,nh4,14,surf,2013-05-09
TB,2013,191,2013-07-10,no3no2,7,surf,2013-05-09
TB,2013,191,2013-07-10,ph,4.72,surf,2013-05-09
TB,2013,191,2013-07-10,totnf,495,surf,2013-05-09
TB,2013,191,2013-07-10,totnuf,592,surf,2013-05-09
TB,2013,191,2013-07-10,totpf,10,surf,2013-05-09
TB,2013,191,2013-07-10,totpuf,37,surf,2013-05-09
TB,2013,218,2013-08-06,doc,21.05,surf,2013-05-09
TB,2013,218,2013-08-06,drsif,421.79999999999995,surf,2013-05-09
TB,2013,218,2013-08-06,nh4,20,surf,2013-05-09
TB,2013,218,2013-08-06,no3no2,18,surf,2013-05-09
TB,2013,218,2013-08-06,ph,4.6,surf,2013-05-09
TB,2013,218,2013-08-06,totnf,513,surf,2013-05-09
TB,2013,218,2013-08-06,totnuf,849,surf,2013-05-09
TB,2013,218,2013-08-06,totpf,8,surf,2013-05-09
TB,2013,218,2013-08-06,totpuf,31,surf,2013-05-09
TB,2013,247,2013-09-04,doc,20.92,surf,2013-05-09
TB,2013,247,2013-09-04,drsif,202.92,surf,2013-05-09
TB,2013,247,2013-09-04,nh4,11,surf,2013-05-09
TB,2013,247,2013-09-04,no3no2,46,surf,2013-05-09
TB,2013,247,2013-09-04,ph,4.59,surf,2013-05-09
TB,2013,247,2013-09-04,totnf,686,surf,2013-05-09
TB,2013,247,2013-09-04,totnuf,709,surf,2013-05-09
TB,2013,247,2013-09-04,totpf,13,surf,2013-05-09
TB,2013,247,2013-09-04,totpuf,26,surf,2013-05-09
TB,2013,273,2013-09-30,doc,15.72,surf,2013-05-09
TB,2013,273,2013-09-30,drsif,430.91999999999996,surf,2013-05-09
TB,2013,273,2013-09-30,nh4,11,surf,2013-05-09
TB,2013,273,2013-09-30,no3no2,3,surf,2013-05-09
TB,2013,273,2013-09-30,ph,4.64,surf,2013-05-09
TB,2013,273,2013-09-30,totnf,598,surf,2013-05-09
TB,2013,273,2013-09-30,totnuf,517,surf,2013-05-09
TB,2013,273,2013-09-30,totpf,15,surf,2013-05-09
TB,2013,273,2013-09-30,totpuf,26,surf,2013-05-09
TB,2013,302,2013-10-29,doc,23.57,surf,2013-05-09
TB,2013,302,2013-10-29,drsif,1420.4399999999998,surf,2013-05-09
TB,2013,302,2013-10-29,nh4,26,surf,2013-05-09
TB,2013,302,2013-10-29,no3no2,2,surf,2013-05-09
TB,2013,302,2013-10-29,ph,4.78,surf,2013-05-09
TB,2013,302,2013-10-29,totnf,566,surf,2013-05-09
TB,2013,302,2013-10-29,totnuf,678,surf,2013-05-09
TB,2013,302,2013-10-29,totpf,11,surf,2013-05-09
TB,2013,302,2013-10-29,totpuf,22,surf,2013-05-09
TB,2013,312,2013-11-08,doc,24.37,surf,2013-05-09
TB,2013,312,2013-11-08,drsif,1876.4399999999998,surf,2013-05-09
TB,2013,312,2013-11-08,nh4,0,surf,2013-05-09
TB,2013,312,2013-11-08,no3no2,2,surf,2013-05-09
TB,2013,312,2013-11-08,ph,4.765000000000001,surf,2013-05-09
TB,2013,312,2013-11-08,totnf,563.5,surf,2013-05-09
TB,2013,312,2013-11-08,totnuf,772.5,surf,2013-05-09
TB,2013,312,2013-11-08,totpf,9.5,surf,2013-05-09
TB,2013,312,2013-11-08,totpuf,21.5,surf,2013-05-09
TB,2014,141,2014-05-21,doc,18.585,surf,2014-05-09
TB,2014,141,2014-05-21,drsif,159.6,surf,2014-05-09
TB,2014,141,2014-05-21,nh4,14,surf,2014-05-09
TB,2014,141,2014-05-21,no3no2,3,surf,2014-05-09
TB,2014,141,2014-05-21,ph,4.79,surf,2014-05-09
TB,2014,141,2014-05-21,totnf,563,surf,2014-05-09
TB,2014,141,2014-05-21,totnuf,639,surf,2014-05-09
TB,2014,141,2014-05-21,totpf,13.5,surf,2014-05-09
TB,2014,141,2014-05-21,totpuf,31.5,surf,2014-05-09
TB,2014,167,2014-06-16,doc,19.37,surf,2014-05-09
TB,2014,167,2014-06-16,drsif,246.23999999999998,surf,2014-05-09
TB,2014,167,2014-06-16,nh4,8,surf,2014-05-09
TB,2014,167,2014-06-16,no3no2,2,surf,2014-05-09
TB,2014,167,2014-06-16,ph,4.78,surf,2014-05-09
TB,2014,167,2014-06-16,totnf,575,surf,2014-05-09
TB,2014,167,2014-06-16,totnuf,664,surf,2014-05-09
TB,2014,167,2014-06-16,totpf,19,surf,2014-05-09
TB,2014,167,2014-06-16,totpuf,33,surf,2014-05-09
TB,2014,197,2014-07-16,doc,20.79,surf,2014-05-09
TB,2014,197,2014-07-16,drsif,326.03999999999996,surf,2014-05-09
TB,2014,197,2014-07-16,nh4,7,surf,2014-05-09
TB,2014,197,2014-07-16,no3no2,1,surf,2014-05-09
TB,2014,197,2014-07-16,ph,4.73,surf,2014-05-09
TB,2014,197,2014-07-16,totnf,511,surf,2014-05-09
TB,2014,197,2014-07-16,totnuf,528,surf,2014-05-09
TB,2014,197,2014-07-16,totpf,14,surf,2014-05-09
TB,2014,197,2014-07-16,totpuf,23,surf,2014-05-09
TB,2014,223,2014-08-11,doc,19.795,surf,2014-05-09
TB,2014,223,2014-08-11,drsif,80.94,surf,2014-05-09
TB,2014,223,2014-08-11,nh4,13,surf,2014-05-09
TB,2014,223,2014-08-11,no3no2,3.5,surf,2014-05-09
TB,2014,223,2014-08-11,ph,4.76,surf,2014-05-09
TB,2014,223,2014-08-11,totnf,480,surf,2014-05-09
TB,2014,223,2014-08-11,totnuf,461,surf,2014-05-09
TB,2014,223,2014-08-11,totpf,2.5,surf,2014-05-09
TB,2014,223,2014-08-11,totpuf,3,surf,2014-05-09
TB,2014,252,2014-09-09,doc,17.86,surf,2014-05-09
TB,2014,252,2014-09-09,drsif,371.64,surf,2014-05-09
TB,2014,252,2014-09-09,nh4,5,surf,2014-05-09
TB,2014,252,2014-09-09,no3no2,4,surf,2014-05-09
TB,2014,252,2014-09-09,ph,4.76,surf,2014-05-09
TB,2014,252,2014-09-09,totnf,490,surf,2014-05-09
TB,2014,252,2014-09-09,totnuf,485,surf,2014-05-09
TB,2014,252,2014-09-09,totpf,6,surf,2014-05-09
TB,2014,252,2014-09-09,totpuf,10,surf,2014-05-09
TB,2014,279,2014-10-06,doc,18.82,surf,2014-05-09
TB,2014,279,2014-10-06,drsif,1005.4799999999999,surf,2014-05-09
TB,2014,279,2014-10-06,nh4,10,surf,2014-05-09
TB,2014,279,2014-10-06,no3no2,7,surf,2014-05-09
TB,2014,279,2014-10-06,ph,4.79,surf,2014-05-09
TB,2014,279,2014-10-06,totnf,519,surf,2014-05-09
TB,2014,279,2014-10-06,totnuf,623,surf,2014-05-09
TB,2014,279,2014-10-06,totpf,8,surf,2014-05-09
TB,2014,279,2014-10-06,totpuf,23,surf,2014-05-09
TB,2014,311,2014-11-07,doc,21.53,surf,2014-05-09
TB,2014,311,2014-11-07,drsif,1634.7599999999998,surf,2014-05-09
TB,2014,311,2014-11-07,nh4,15,surf,2014-05-09
TB,2014,311,2014-11-07,no3no2,6,surf,2014-05-09
TB,2014,311,2014-11-07,ph,5.27,surf,2014-05-09
TB,2014,311,2014-11-07,totnf,539,surf,2014-05-09
TB,2014,311,2014-11-07,totnuf,661,surf,2014-05-09
TB,2014,311,2014-11-07,totpf,10,surf,2014-05-09
TB,2014,311,2014-11-07,totpuf,20,surf,2014-05-09
TB,2015,111,2015-04-21,doc,16.13,surf,2015-04-13
TB,2015,111,2015-04-21,drsif,433.2,surf,2015-04-13
TB,2015,111,2015-04-21,nh4,17,surf,2015-04-13
TB,2015,111,2015-04-21,no3no2,10,surf,2015-04-13
TB,2015,111,2015-04-21,ph,4.77,surf,2015-04-13
TB,2015,111,2015-04-21,totnf,489,surf,2015-04-13
TB,2015,111,2015-04-21,totnuf,710,surf,2015-04-13
TB,2015,111,2015-04-21,totpf,8,surf,2015-04-13
TB,2015,111,2015-04-21,totpuf,30,surf,2015-04-13
TB,2015,141,2015-05-21,doc,19.94,surf,2015-04-13
TB,2015,141,2015-05-21,drsif,143.64,surf,2015-04-13
TB,2015,141,2015-05-21,nh4,21,surf,2015-04-13
TB,2015,141,2015-05-21,no3no2,3,surf,2015-04-13
TB,2015,141,2015-05-21,ph,4.74,surf,2015-04-13
TB,2015,141,2015-05-21,totnf,509,surf,2015-04-13
TB,2015,141,2015-05-21,totnuf,584,surf,2015-04-13
TB,2015,141,2015-05-21,totpf,10,surf,2015-04-13
TB,2015,141,2015-05-21,totpuf,21,surf,2015-04-13
TB,2015,168,2015-06-17,doc,18.869999999999997,surf,2015-04-13
TB,2015,168,2015-06-17,drsif,148.2,surf,2015-04-13
TB,2015,168,2015-06-17,nh4,4,surf,2015-04-13
TB,2015,168,2015-06-17,no3no2,3.5,surf,2015-04-13
TB,2015,168,2015-06-17,ph,4.805,surf,2015-04-13
TB,2015,168,2015-06-17,totnf,477.5,surf,2015-04-13
TB,2015,168,2015-06-17,totnuf,542,surf,2015-04-13
TB,2015,168,2015-06-17,totpf,6.5,surf,2015-04-13
TB,2015,168,2015-06-17,totpuf,22.5,surf,2015-04-13
TB,2015,196,2015-07-15,doc,18.43,surf,2015-04-13
TB,2015,196,2015-07-15,drsif,264.47999999999996,surf,2015-04-13
TB,2015,196,2015-07-15,ph,4.66,surf,2015-04-13
TB,2015,196,2015-07-15,totnf,563,surf,2015-04-13
TB,2015,196,2015-07-15,totnuf,577,surf,2015-04-13
TB,2015,196,2015-07-15,totpf,12,surf,2015-04-13
TB,2015,196,2015-07-15,totpuf,16,surf,2015-04-13
TB,2015,223,2015-08-11,doc,18.475,surf,2015-04-13
TB,2015,223,2015-08-11,drsif,383.03999999999996,surf,2015-04-13
TB,2015,223,2015-08-11,ph,4.545,surf,2015-04-13
TB,2015,223,2015-08-11,totnf,443.5,surf,2015-04-13
TB,2015,223,2015-08-11,totnuf,481,surf,2015-04-13
TB,2015,223,2015-08-11,totpf,3.5,surf,2015-04-13
TB,2015,223,2015-08-11,totpuf,9.5,surf,2015-04-13
TB,2015,253,2015-09-10,doc,19.36,surf,2015-04-13
TB,2015,253,2015-09-10,drsif,551.76,surf,2015-04-13
TB,2015,253,2015-09-10,nh4,11,surf,2015-04-13
TB,2015,253,2015-09-10,no3no2,14,surf,2015-04-13
TB,2015,253,2015-09-10,ph,4.53,surf,2015-04-13
TB,2015,253,2015-09-10,totnf,539,surf,2015-04-13
TB,2015,253,2015-09-10,totnuf,627,surf,2015-04-13
TB,2015,253,2015-09-10,totpf,16,surf,2015-04-13
TB,2015,253,2015-09-10,totpuf,31,surf,2015-04-13
TB,2015,278,2015-10-05,doc,21.685000000000002,surf,2015-04-13
TB,2015,278,2015-10-05,drsif,810.54,surf,2015-04-13
TB,2015,278,2015-10-05,nh4,19,surf,2015-04-13
